EC-Taxa	ERR771019_MERGED_FASTQ_InterPro.tsv	ERR771060_MERGED_FASTQ_InterPro.tsv	ERR771064_MERGED_FASTQ_InterPro.tsv	ERR771070_MERGED_FASTQ_InterPro.tsv
1.1.1.49-Pseudoalteromonas agarivorans	1	0	0	0
1.1.1.49-Bacillus akibai	0	0	0	1
1.1.1.49-Pseudoalteromonas phenolica	1	0	0	0
1.1.1.49-Myoviridae	0	0	1	4
1.1.1.49-Candidatus Liberibacter americanus	1	0	0	0
1.1.1.49-Aureobasidium pullulans	0	0	0	1
1.1.1.49-Mycobacterium sinense	1	0	0	0
1.1.1.49-Thalassiosira pseudonana	0	0	0	1
1.1.1.49-Ostreococcus tauri	0	0	1	0
1.1.1.49-T4likevirus	0	0	0	7
1.1.1.49-Metazoa	0	0	1	1
1.1.1.49-Candidatus Thioglobus singularis	1	0	0	0
1.1.1.49-Micromonas pusilla	0	0	1	0
1.1.1.49-Mesorhizobium	0	0	0	1
1.1.1.49-Vibrionaceae	1	0	0	0
1.1.1.49-Marinomonas profundimaris	0	0	1	0
1.1.1.49-Rhodobacteraceae	14	0	0	5
1.1.1.49-Burkholderia	0	0	4	0
1.1.1.49-Methylophilales	1	0	7	2
1.1.1.49-Mamiellales	1	0	0	0
1.1.1.49-Vibrio	1	0	0	0
1.1.1.49-Cellvibrio	1	0	0	0
1.1.1.49-Tulasnella calospora	1	0	0	0
1.1.1.49-Sphingomonadales	0	0	1	0
1.1.1.49-Rubrivivax benzoatilyticus	0	0	1	0
1.1.1.49-Proteobacteria	10	0	0	5
1.1.1.49-Cricetulus griseus	0	0	0	1
1.1.1.49-Luminiphilus syltensis	1	0	0	0
1.1.1.49-Glarea lozoyensis	0	0	0	1
1.1.1.49-Pedetontus saltator	0	0	1	0
1.1.1.49-Alteromonadaceae	1	0	0	0
1.1.1.49-Gammaproteobacteria	0	3	0	5
1.1.1.49-Desulfovibrio piezophilus	0	0	1	0
1.1.1.49-Dechloromonas aromatica	0	0	0	1
1.1.1.49-Cladophialophora carrionii	0	0	1	0
1.1.1.49-Bathycoccaceae	0	0	1	0
1.1.1.49-Lichtheimia	0	0	0	1
1.1.1.49-Pseudomonas	0	2	0	0
1.1.1.49-Alteromonadales	2	0	0	0
1.1.1.49-Ostreococcus	0	0	2	2
1.1.1.49-Bos indicus	0	0	1	0
1.1.1.49-Methylophaga thiooxydans	0	0	1	0
1.1.1.49-Alphaproteobacteria	1	0	0	0
1.1.1.49-Streptomyces cattleya	1	0	0	0
1.1.1.49-Draconibacterium sediminis	0	0	4	0
1.1.1.49-Candidatus Aquiluna	0	0	9	1
1.1.1.49-Caulobacter vibrioides	0	1	0	0
1.1.1.49-Cyanobacteria	0	0	0	5
1.1.1.49-Ruegeria lacuscaerulensis	1	0	0	0
1.1.1.49-Ophiocordyceps sinensis	0	0	0	1
	
1.1.1.86-Bacteroidetes	7	0	1	0
1.1.1.86-secondary endosymbiont of Ctenarytaina eucalypti	0	0	0	4
1.1.1.86-Draconibacterium	0	0	0	1
1.1.1.86-Tetrasphaera	0	0	1	0
1.1.1.86-Vibrionaceae	0	0	1	0
1.1.1.86-Burkholderia	1	0	0	0
1.1.1.86-Opitutus terrae	0	0	1	0
1.1.1.86-Actinobacteria	0	0	13	3
1.1.1.86-Pseudohongiella spirulinae	1	0	1	0
1.1.1.86-Magnetospira	0	1	0	0
1.1.1.86-Solemya velum gill symbiont	0	0	0	1
1.1.1.86-Ostreococcus 'lucimarinus'	0	0	1	0
1.1.1.86-Fusobacterium nucleatum	0	0	0	1
1.1.1.86-Sphingomonas	1	0	0	0
1.1.1.86-Syntrophobacter fumaroxidans	0	0	0	1
1.1.1.86-Rhizophagus irregularis	1	0	0	0
1.1.1.86-Candidatus Blochmannia floridanus	0	0	0	1
1.1.1.86-Cyclobacterium marinum	1	0	0	0
1.1.1.86-Leersia perrieri	1	0	0	0
1.1.1.86-Strongylocentrotus purpuratus	0	0	0	1
1.1.1.86-Leptospira kmetyi	0	0	0	1
1.1.1.86-Sphingobacterium spiritivorum	0	0	1	0
1.1.1.86-Candidatus Thioglobus singularis	0	0	1	0
1.1.1.86-Novosphingobium	0	2	0	0
1.1.1.86-Micromonosporaceae	0	0	3	0
1.1.1.86-Candidatus Actinomarina minuta	1	0	4	6
1.1.1.86-Candidatus Ruthia	1	0	0	3
1.1.1.86-Candidatus Pelagibacter ubique	4	0	7	13
1.1.1.86-Desulfocapsa sulfexigens	1	0	0	0
1.1.1.86-Guillardia theta	1	0	0	0
1.1.1.86-Comamonadaceae	0	0	4	1
1.1.1.86-Cellvibrionales	1	0	0	0
1.1.1.86-Trichormus azollae	1	0	0	0
1.1.1.86-Nocardia	0	0	0	1
1.1.1.86-Kineococcus radiotolerans	0	0	1	0
1.1.1.86-Micrococcales	0	0	1	0
1.1.1.86-Rhodocyclaceae	1	0	0	0
1.1.1.86-Limnohabitans planktonicus	1	0	0	0
1.1.1.86-Ahrensia	1	0	0	0
1.1.1.86-Shewanella	1	0	0	0
1.1.1.86-Epsilonproteobacteria	0	0	0	1
1.1.1.86-Mycobacterium gilvum	0	0	0	1
1.1.1.86-Tetrahymena thermophila	0	0	1	0
1.1.1.86-Agarivorans albus	1	0	0	0
1.1.1.86-Polaribacter dokdonensis	0	3	0	0
1.1.1.86-Nitrosospira multiformis	0	0	2	0
1.1.1.86-Buchnera aphidicola	1	0	0	0
1.1.1.86-Alteromonas	1	0	0	0
1.1.1.86-Hydra vulgaris	1	0	0	0
1.1.1.86-Dokdonia donghaensis	4	0	0	0
1.1.1.86-Pelagibacteraceae	0	1	12	25
1.1.1.86-Betaproteobacteria	0	0	4	0
1.1.1.86-Snodgrassella alvi	1	0	0	0
1.1.1.86-Marinobacter	6	0	0	0
1.1.1.86-Cyanobacteria	1	0	1	1
1.1.1.86-Porticoccaceae	2	0	0	0
1.1.1.86-Curvibacter putative symbiont of Hydra magnipapillata	0	0	1	0
1.1.1.86-Eukaryota	0	0	0	1
1.1.1.86-Actinoplanes missouriensis	0	0	4	0
1.1.1.86-Maribacter	1	0	0	0
1.1.1.86-Halomonas	1	0	0	0
1.1.1.86-Jannaschia donghaensis	1	0	0	0
1.1.1.86-Flavobacterium indicum	0	0	1	0
1.1.1.86-Kiloniella	1	0	0	0
1.1.1.86-Roseobacter	2	0	0	0
1.1.1.86-Synechococcus	0	0	0	3
1.1.1.86-Bacteroides caccae	1	0	0	0
1.1.1.86-Calyptogena okutanii thioautotrophic gill symbiont	0	0	0	2
1.1.1.86-Spirochaeta	1	0	0	0
1.1.1.86-Macrococcus caseolyticus	0	0	0	1
1.1.1.86-Chlorophyta	0	0	1	1
1.1.1.86-Planctomycetaceae	1	0	0	0
1.1.1.86-Caulobacter henricii	0	0	0	1
1.1.1.86-Microbacterium	0	0	0	1
1.1.1.86-Pseudomonas	1	0	0	1
1.1.1.86-Populus trichocarpa	0	0	0	1
1.1.1.86-Hyphomicrobiaceae	0	0	1	0
1.1.1.86-Streptomyces griseus	0	0	1	0
1.1.1.86-Ktedonobacter racemifer	0	0	0	2
1.1.1.86-Alphaproteobacteria	3	0	1	4
1.1.1.86-Candidatus Pelagibacter	2	0	3	7
1.1.1.86-Glaciecola punicea	1	0	0	1
1.1.1.86-Methylophilales	0	0	6	2
1.1.1.86-Microbacteriaceae	0	0	2	0
1.1.1.86-Spongiibacteraceae	1	0	0	0
1.1.1.86-Rhodoluna lacicola	0	0	1	0
1.1.1.86-Vibrio	1	0	0	0
1.1.1.86-Bradyrhizobium retamae	1	0	0	0
1.1.1.86-Rathayibacter toxicus	0	0	0	1
1.1.1.86-Pseudoalteromonas	0	0	0	1
1.1.1.86-Proteobacteria	8	0	5	7
1.1.1.86-Burkholderiales	0	0	2	0
1.1.1.86-Mycoplasma feriruminatoris	0	0	0	2
1.1.1.86-Sphaerobolus stellatus	0	0	0	1
1.1.1.86-Pedobacter	1	0	0	0
1.1.1.86-Micrococcaceae	0	0	1	0
1.1.1.86-Pseudomonas aeruginosa	0	2	0	0
1.1.1.86-Gammaproteobacteria	4	0	6	8
1.1.1.86-Microbacterium testaceum	0	0	3	0
1.1.1.86-Alteromonas stellipolaris	1	0	0	0
1.1.1.86-Ostreococcus	0	0	2	0
1.1.1.86-Geobacter daltonii	1	0	0	0
1.1.1.86-Flavobacteriaceae	7	0	1	2
1.1.1.86-Halieaceae	6	0	0	0
1.1.1.86-Rhodobacteraceae	11	0	5	2
1.1.1.86-Acidimicrobium	0	0	7	0
1.1.1.86-Pyrobaculum	1	0	0	0
1.1.1.86-Anaeromyxobacter	0	0	1	0
1.1.1.86-Rhodovulum	0	0	0	2
1.1.1.86-Campylobacterales	1	0	0	0
	
1.1.3.4-Bosea	1	0	0	0
1.1.3.4-Rhodobacteraceae	2	0	0	0
1.1.3.4-Cytophagales	2	0	0	0
1.1.3.4-Proteobacteria	0	0	0	1
	
1.1.3.9-Lichtheimia ramosa	0	0	0	1
	
1.1.5.3-Actinobacteria	0	0	1	0
1.1.5.3-Labrenzia alba	0	0	0	1
1.1.5.3-Rivulariaceae	0	0	0	1
1.1.5.3-Pelagibacteraceae	0	0	0	1
1.1.5.3-Rhodotorula toruloides	1	0	0	0
1.1.5.3-Spiribacter	1	0	0	0
1.1.5.3-Sphingopyxis alaskensis	0	0	1	0
1.1.5.3-Hylemonella gracilis	0	0	1	0
1.1.5.3-Rhodobacteraceae	0	0	0	1
1.1.5.3-Roseivirga	1	0	0	0
1.1.5.3-Gammaproteobacteria	0	0	1	1
1.1.5.3-Acidimicrobium	0	0	1	0
1.1.5.3-Actibacterium mucosum	1	0	0	0
1.1.5.3-Gymnopus luxurians	1	0	0	0
1.1.5.3-Nereida ignava	1	0	0	0
1.1.5.3-Flavobacteriaceae	0	0	1	0
1.1.5.3-Deltaproteobacteria	1	0	0	0
1.1.5.3-Loktanella hongkongensis	1	0	0	0
1.1.5.3-Porticoccaceae	0	0	1	0
1.1.5.3-Limnohabitans	0	0	1	0
1.1.5.3-Intrasporangiaceae	0	0	1	0
1.1.5.3-Desulfobulbus propionicus	1	0	0	0
1.1.5.3-Wigglesworthia glossinidia	1	0	0	0
1.1.5.3-Proteobacteria	2	0	0	0
	
1.10.3.1-Bifidobacterium longum	1	0	0	0
	
1.10.9.1-Thalassiosira pseudonana	0	0	0	1
1.10.9.1-Synechococcus	0	0	0	1
	
1.10.99.3-Mamiellales	0	0	2	0
1.10.99.3-Thalassiosira pseudonana	0	0	0	1
1.10.99.3-Micromonas pusilla	0	0	1	0
1.10.99.3-Ostreococcus 'lucimarinus'	0	0	2	0
	
1.11.1.15-Erythrobacter	0	0	0	1
1.11.1.15-Mycobacterium aromaticivorans	0	0	1	0
1.11.1.15-Flavihumibacter	0	1	0	0
1.11.1.15-Dacinae	0	0	1	0
1.11.1.15-Lechevalieria aerocolonigenes	0	0	0	1
1.11.1.15-Monosiga brevicollis	0	0	0	1
1.11.1.15-Candidatus Aquiluna	0	0	0	2
1.11.1.15-Solemya velum gill symbiont	1	0	0	0
1.11.1.15-Spizellomyces punctatus	0	0	0	1
1.11.1.15-Pelagibacteraceae	0	1	4	3
1.11.1.15-Veillonella atypica	0	0	0	1
1.11.1.15-Rhodobacter	0	0	1	0
1.11.1.15-Bosea thiooxidans	1	0	0	0
1.11.1.15-Trichinella spiralis	0	0	0	1
1.11.1.15-Clostridium celatum	0	0	4	0
1.11.1.15-Thalassiosira pseudonana	0	0	0	1
1.11.1.15-Beauveria bassiana	0	0	0	1
1.11.1.15-Cronobacter sakazakii	0	0	1	1
1.11.1.15-Taylorella asinigenitalis	0	0	1	0
1.11.1.15-Actinobacteria	0	0	5	1
1.11.1.15-Sphingomonadaceae	0	3	0	0
1.11.1.15-Candidatus Caedibacter acanthamoebae	0	0	1	0
1.11.1.15-Burkholderiales	0	0	1	0
1.11.1.15-Eubacterium	0	0	1	0
1.11.1.15-Puccinia sorghi	0	0	0	1
1.11.1.15-Pseudoxanthomonas dokdonensis	0	0	0	1
1.11.1.15-Bacteroidetes	1	0	4	0
1.11.1.15-Caulobacter vibrioides	0	4	0	0
1.11.1.15-Flavobacteriaceae	3	0	6	0
1.11.1.15-Alphaproteobacteria	0	0	5	6
1.11.1.15-Eutrema salsugineum	0	0	0	1
1.11.1.15-Betaproteobacteria	0	0	3	0
1.11.1.15-Nonlabens	0	0	0	1
1.11.1.15-[Haemophilus] ducreyi	0	0	0	1
1.11.1.15-Thioalkalivibrio thiocyanoxidans	0	0	0	1
1.11.1.15-Schizopora paradoxa	0	0	1	0
1.11.1.15-Dechloromonas aromatica	0	0	1	0
1.11.1.15-Theobroma cacao	0	0	0	1
1.11.1.15-Noviherbaspirillum	0	0	0	1
1.11.1.15-Daphnia pulex	0	0	0	1
1.11.1.15-Chromera velia	0	0	0	1
1.11.1.15-Gammaproteobacteria	0	0	2	7
1.11.1.15-Legionella oakridgensis	0	0	0	2
1.11.1.15-Comamonas	0	0	1	0
1.11.1.15-Oceanicaulis	0	0	1	0
1.11.1.15-Sunxiuqinia dokdonensis	0	0	0	1
1.11.1.15-Nitrosopumilus	0	0	1	0
1.11.1.15-Croceibacter atlanticus	1	0	0	0
1.11.1.15-Gemella haemolysans	0	0	1	0
1.11.1.15-Formosa	0	0	1	0
1.11.1.15-Taphrina deformans	0	0	0	1
1.11.1.15-Psychrobacter	0	0	0	1
1.11.1.15-Desulfovibrionales	0	0	0	1
1.11.1.15-Ostreococcus	0	0	2	0
1.11.1.15-Ktedonobacter racemifer	0	0	0	1
1.11.1.15-Crassostrea gigas	0	0	0	1
1.11.1.15-Vibrio furnissii	1	0	0	0
1.11.1.15-Acidimicrobiia	0	0	1	0
1.11.1.15-Sphingobacterium paucimobilis	0	0	1	0
1.11.1.15-Fusarium oxysporum	0	1	0	0
1.11.1.15-Caulobacter	0	0	0	1
1.11.1.15-Pseudonocardia dioxanivorans	0	0	1	1
1.11.1.15-Bradyrhizobiaceae	0	2	0	0
1.11.1.15-Rasamsonia emersonii	0	0	0	1
1.11.1.15-Succinatimonas	0	0	0	1
1.11.1.15-Candidatus Pelagibacter	0	0	5	4
1.11.1.15-actinobacterium acAcidi	0	0	1	0
1.11.1.15-Capnocytophaga cynodegmi	0	0	2	0
1.11.1.15-Peptococcaceae	0	0	0	1
1.11.1.15-Rhizobium	0	0	1	1
1.11.1.15-Comamonadaceae	0	0	6	0
1.11.1.15-Rhizobium etli	0	0	1	0
1.11.1.15-Bartonella grahamii	0	0	1	0
1.11.1.15-Polaribacter	0	0	4	0
1.11.1.15-Anolis carolinensis	0	0	1	0
1.11.1.15-Thauera linaloolentis	0	0	0	1
1.11.1.15-Marinobacter	0	0	0	1
1.11.1.15-Microbacteriaceae	0	0	1	1
1.11.1.15-Brevundimonas	0	4	0	0
1.11.1.15-Ostreococcus 'lucimarinus'	0	0	0	1
1.11.1.15-Gordonia terrae	0	0	2	0
1.11.1.15-Mesorhizobium	0	0	0	1
1.11.1.15-Bifidobacterium scardovii	0	0	1	0
1.11.1.15-Desulfovibrio salexigens	0	0	0	1
1.11.1.15-Streptophyta	0	0	0	1
1.11.1.15-Flammeovirgaceae	0	0	2	0
1.11.1.15-Prevotella ruminicola	0	0	0	2
1.11.1.15-Ponticoccus	0	0	1	0
1.11.1.15-Flavobacteriia	0	0	0	1
1.11.1.15-Paramecium tetraurelia	0	0	1	0
1.11.1.15-Poeciliinae	0	0	1	0
1.11.1.15-Candidatus Actinomarina minuta	0	0	1	1
1.11.1.15-Desulfobulbus propionicus	0	0	0	1
1.11.1.15-Rhodobacterales	2	0	0	0
1.11.1.15-Cyclotella	0	0	0	1
1.11.1.15-Candidatus Pelagibacter ubique	0	0	0	5
1.11.1.15-Postia placenta	0	0	0	1
1.11.1.15-Sodalis glossinidius	0	0	0	1
1.11.1.15-Alteromonas stellipolaris	1	0	0	0
1.11.1.15-Rhodococcus	0	0	1	0
1.11.1.15-Methylophilales	0	0	5	4
1.11.1.15-Claviceps purpurea	0	0	1	0
1.11.1.15-Sphingomonas changbaiensis	0	0	0	1
1.11.1.15-Pelagibacterium halotolerans	0	0	0	1
1.11.1.15-Prevotella fusca	0	0	1	0
1.11.1.15-Achromobacter arsenitoxydans	0	0	0	2
1.11.1.15-Thioclava pacifica	1	0	0	0
1.11.1.15-Halieaceae	1	0	0	1
1.11.1.15-Eukaryota	0	0	6	1
1.11.1.15-Thalassobius gelatinovorus	0	0	1	0
1.11.1.15-Candida auris	0	0	0	1
1.11.1.15-Novosphingobium	0	0	0	1
1.11.1.15-Streptomyces	0	0	1	0
1.11.1.15-Candidatus Thioglobus singularis	0	0	2	0
1.11.1.15-Candidatus Nitrosopumilus salaria	0	0	0	1
1.11.1.15-Pseudomonas aeruginosa	0	5	0	0
1.11.1.15-Amycolatopsis rifamycinica	0	0	0	2
1.11.1.15-Strongylocentrotus purpuratus	0	0	0	1
1.11.1.15-Bacteroides	0	0	0	1
1.11.1.15-Cryomorphaceae	0	0	1	2
1.11.1.15-Synechococcus	0	1	0	1
1.11.1.15-Cellvibrionales	0	0	0	1
1.11.1.15-Pelagibaca bermudensis	1	0	0	0
1.11.1.15-Glarea lozoyensis	0	0	1	0
1.11.1.15-Proteobacteria	0	10	7	15
1.11.1.15-Beggiatoa alba	0	0	1	0
1.11.1.15-Melampsora larici-populina	0	0	0	1
1.11.1.15-Haliscomenobacter hydrossis	1	0	0	0
1.11.1.15-Pontibacter	0	0	0	1
1.11.1.15-Cyanobium gracile	0	0	0	1
1.11.1.15-Rhodobacteraceae	1	0	1	8
1.11.1.15-Acidimicrobium	0	0	18	0
1.11.1.15-Pseudolabrys	0	0	0	1
	
1.13.11.11-Methanoregula formicica	0	0	1	0
1.13.11.11-Archaea	0	0	0	1
1.13.11.11-Caenorhabditis remanei	0	0	1	0
1.13.11.11-Chromera velia	0	0	0	1
1.13.11.11-Mesorhizobium	0	0	1	0
1.13.11.11-Sphingobacteriaceae	0	0	1	0
1.13.11.11-Kibdelosporangium	0	0	1	0
1.13.11.11-Bacteroidetes	0	0	0	1
1.13.11.11-Polaribacter irgensii	0	0	0	1
1.13.11.11-Cytophagales	0	0	0	1
1.13.11.11-Flavobacteriaceae	0	0	1	1
1.13.11.11-Proteobacteria	0	0	0	2
1.13.11.11-Phaeodactylibacter xiamenensis	0	0	0	2
1.13.11.11-Tulasnella calospora	0	0	0	1
1.13.11.11-Candidatus Aquiluna	0	0	4	1
1.13.11.11-Pseudomonas aeruginosa	0	10	0	0
1.13.11.11-Actinobacteria	0	0	3	0
1.13.11.11-Clostridium	0	0	1	0
1.13.11.11-Haliangium ochraceum	0	0	0	1
1.13.11.11-Alphaproteobacteria	0	1	0	0
1.13.11.11-Betaproteobacteria	0	0	1	0
	
1.13.11.6-Acetobacter malorum	0	0	0	1
1.13.11.6-Micromonas pusilla	0	0	0	1
1.13.11.6-Flavobacterium	0	0	1	0
1.13.11.6-Actinobacteria	0	0	1	0
1.13.11.6-Flavobacteriaceae	0	0	0	1
1.13.11.6-Bacteroidetes	0	0	0	1
1.13.11.6-Cryomorphaceae	0	0	1	0
	
1.13.11.8-Proteobacteria	0	0	3	0
1.13.11.8-Comamonadaceae	0	0	0	1
	
1.13.12.16-Flavobacteriaceae	0	0	1	2
1.13.12.16-Aeromonas allosaccharophila	0	0	0	1
1.13.12.16-actinobacterium acAcidi	0	0	1	0
1.13.12.16-Endozoicomonas numazuensis	0	0	1	0
1.13.12.16-Thermoactinomyces vulgaris	0	0	0	1
1.13.12.16-Eukaryota	0	0	0	1
1.13.12.16-Proteobacteria	0	0	1	5
1.13.12.16-Cellvibrionales	0	0	0	2
1.13.12.16-Peptococcaceae	0	0	0	1
1.13.12.16-Tribolium castaneum	0	0	0	1
1.13.12.16-Pseudomonas	0	1	1	0
1.13.12.16-Porticoccaceae	0	0	1	1
1.13.12.16-Azoarcus	0	0	0	1
1.13.12.16-Marinobacter algicola	0	1	0	0
1.13.12.16-Phenylobacterium	0	0	0	1
1.13.
